material_code,plant_id,time_bucket,week_bucket,date,demand_qty,uom,source_type,source_id,customer_id,project_id,priority,status,notes
FG-005,PLANT-02,2024-W19,2024-W19,2024-05-11,174,pcs,SO,SO-2024-6651,CUST-002,,1,confirmed,
FG-001,PLANT-01,2024-W19,2024-W19,2024-05-12,441,pcs,forecast,FORECAST-2024-6817,,,1,confirmed,
FG-002,PLANT-01,2024-W19,2024-W19,2024-05-12,236,pcs,manual,MANUAL-2024-4070,,,1,confirmed,
FG-003,PLANT-02,2024-W19,2024-W19,2024-05-12,529,pcs,SO,SO-2024-7930,CUST-003,,1,confirmed,
FG-004,PLANT-01,2024-W19,2024-W19,2024-05-12,0,pcs,forecast,FORECAST-2024-9799,,,1,confirmed,
FG-005,PLANT-02,2024-W19,2024-W19,2024-05-12,190,pcs,SO,SO-2024-4802,CUST-001,,1,confirmed,
FG-001,PLANT-01,2024-W20,2024-W20,2024-05-13,1305,pcs,SO,SO-2024-3325,CUST-001,,1,confirmed,
FG-002,PLANT-01,2024-W20,2024-W20,2024-05-13,327,pcs,SO,SO-2024-1404,CUST-004,,1,confirmed,
FG-003,PLANT-02,2024-W20,2024-W20,2024-05-13,2161,pcs,manual,MANUAL-2024-4784,,,1,confirmed,
FG-004,PLANT-01,2024-W20,2024-W20,2024-05-13,104,pcs,SO,SO-2024-3574,CUST-014,,1,confirmed,
FG-005,PLANT-02,2024-W20,2024-W20,2024-05-13,565,pcs,SO,SO-2024-4123,CUST-002,,1,confirmed,
FG-001,PLANT-01,2024-W20,2024-W20,2024-05-14,1261,pcs,forecast,FORECAST-2024-3319,,,1,confirmed,
FG-002,PLANT-01,2024-W20,2024-W20,2024-05-14,304,pcs,forecast,FORECAST-2024-8673,,,2,confirmed,
FG-003,PLANT-02,2024-W20,2024-W20,2024-05-14,1997,pcs,forecast,FORECAST-2024-7733,,,1,confirmed,
FG-004,PLANT-01,2024-W20,2024-W20,2024-05-14,115,pcs,manual,MANUAL-2024-2781,,,1,confirmed,
FG-005,PLANT-02,2024-W20,2024-W20,2024-05-14,574,pcs,SO,SO-2024-2419,CUST-011,,2,confirmed,
FG-001,PLANT-01,2024-W20,2024-W20,2024-05-15,1277,pcs,forecast,FORECAST-2024-2654,,,1,confirmed,
FG-002,PLANT-01,2024-W20,2024-W20,2024-05-15,327,pcs,SO,SO-2024-7572,CUST-003,,1,confirmed,
FG-003,PLANT-02,2024-W20,2024-W20,2024-05-15,1830,pcs,SO,SO-2024-8316,CUST-002,,2,confirmed,
FG-004,PLANT-01,2024-W20,2024-W20,2024-05-15,0,pcs,forecast,FORECAST-2024-8963,,,3,confirmed,
FG-005,PLANT-02,2024-W20,2024-W20,2024-05-15,676,pcs,SO,SO-2024-1510,CUST-003,,3,confirmed,
FG-001,PLANT-01,2024-W20,2024-W20,2024-05-16,1158,pcs,SO,SO-2024-9179,CUST-003,,1,confirmed,
FG-002,PLANT-01,2024-W20,2024-W20,2024-05-16,286,pcs,manual,MANUAL-2024-4926,,,1,confirmed,
FG-003,PLANT-02,2024-W20,2024-W20,2024-05-16,1588,pcs,SO,SO-2024-5536,CUST-001,,1,confirmed,
FG-004,PLANT-01,2024-W20,2024-W20,2024-05-16,113,pcs,SO,SO-2024-2863,CUST-017,,1,confirmed,
FG-005,PLANT-02,2024-W20,2024-W20,2024-05-16,511,pcs,forecast,FORECAST-2024-9751,,,1,confirmed,
FG-001,PLANT-01,2024-W20,2024-W20,2024-05-17,1080,pcs,SO,SO-2024-9264,CUST-016,,1,confirmed,
FG-002,PLANT-01,2024-W20,2024-W20,2024-05-17,0,pcs,forecast,FORECAST-2024-6755,,,1,confirmed,
FG-003,PLANT-02,2024-W20,2024-W20,2024-05-17,1862,pcs,SO,SO-2024-5802,CUST-004,,1,confirmed,
FG-004,PLANT-01,2024-W20,2024-W20,2024-05-17,0,pcs,forecast,FORECAST-2024-2363,,,2,confirmed,
FG-005,PLANT-02,2024-W20,2024-W20,2024-05-17,581,pcs,SO,SO-2024-6093,CUST-001,,2,confirmed,
FG-001,PLANT-01,2024-W20,2024-W20,2024-05-18,704,pcs,SO,SO-2024-9117,CUST-002,,1,confirmed,
FG-002,PLANT-01,2024-W20,2024-W20,2024-05-18,226,pcs,SO,SO-2024-4002,CUST-001,,1,confirmed,
FG-003,PLANT-02,2024-W20,2024-W20,2024-05-18,946,pcs,forecast,FORECAST-2024-9882,,,2,confirmed,
FG-004,PLANT-01,2024-W20,2024-W20,2024-05-18,0,pcs,forecast,FORECAST-2024-1012,,,1,confirmed,
FG-005,PLANT-02,2024-W20,2024-W20,2024-05-18,351,pcs,manual,MANUAL-2024-7231,,,3,confirmed,
FG-001,PLANT-01,2024-W20,2024-W20,2024-05-19,389,pcs,manual,MANUAL-2024-9640,,,1,confirmed,
FG-002,PLANT-01,2024-W20,2024-W20,2024-05-19,162,pcs,SO,SO-2024-1579,CUST-002,,1,confirmed,
FG-003,PLANT-02,2024-W20,2024-W20,2024-05-19,337,pcs,forecast,FORECAST-2024-5016,,,2,confirmed,
FG-004,PLANT-01,2024-W20,2024-W20,2024-05-19,36,pcs,SO,SO-2024-8377,CUST-001,,1,confirmed,
FG-005,PLANT-02,2024-W20,2024-W20,2024-05-19,286,pcs,SO,SO-2024-5113,CUST-003,,1,confirmed,
FG-001,PLANT-01,2024-W21,2024-W21,2024-05-20,1425,pcs,SO,SO-2024-5475,CUST-004,,1,confirmed,
FG-002,PLANT-01,2024-W21,2024-W21,2024-05-20,334,pcs,SO,SO-2024-1882,CUST-001,,1,confirmed,
FG-003,PLANT-02,2024-W21,2024-W21,2024-05-20,1953,pcs,SO,SO-2024-9096,CUST-004,,1,confirmed,
FG-004,PLANT-01,2024-W21,2024-W21,2024-05-20,79,pcs,SO,SO-2024-7391,CUST-002,,1,confirmed,
FG-005,PLANT-02,2024-W21,2024-W21,2024-05-20,662,pcs,manual,MANUAL-2024-7648,,,3,confirmed,
FG-001,PLANT-01,2024-W21,2024-W21,2024-05-21,1388,pcs,manual,MANUAL-2024-5738,,,1,confirmed,
FG-002,PLANT-01,2024-W21,2024-W21,2024-05-21,0,pcs,forecast,FORECAST-2024-3342,,,1,confirmed,
FG-003,PLANT-02,2024-W21,2024-W21,2024-05-21,1810,pcs,forecast,FORECAST-2024-3440,,,1,confirmed,
FG-004,PLANT-01,2024-W21,2024-W21,2024-05-21,109,pcs,manual,MANUAL-2024-9048,,,1,confirmed,
FG-005,PLANT-02,2024-W21,2024-W21,2024-05-21,618,pcs,forecast,FORECAST-2024-3857,,,3,confirmed,
FG-001,PLANT-01,2024-W21,2024-W21,2024-05-22,1263,pcs,SO,SO-2024-4523,CUST-001,,1,confirmed,
FG-002,PLANT-01,2024-W21,2024-W21,2024-05-22,304,pcs,SO,SO-2024-6960,CUST-003,,2,confirmed,
FG-003,PLANT-02,2024-W21,2024-W21,2024-05-22,1578,pcs,SO,SO-2024-6587,CUST-003,,1,confirmed,
FG-004,PLANT-01,2024-W21,2024-W21,2024-05-22,87,pcs,SO,SO-2024-5333,CUST-002,,1,confirmed,
FG-005,PLANT-02,2024-W21,2024-W21,2024-05-22,686,pcs,SO,SO-2024-1697,CUST-004,,1,confirmed,
FG-001,PLANT-01,2024-W21,2024-W21,2024-05-23,1028,pcs,manual,MANUAL-2024-9802,,,1,confirmed,
FG-002,PLANT-01,2024-W21,2024-W21,2024-05-23,226,pcs,SO,SO-2024-5093,CUST-004,,1,confirmed,
FG-003,PLANT-02,2024-W21,2024-W21,2024-05-23,1636,pcs,manual,MANUAL-2024-8946,,,1,confirmed,
FG-004,PLANT-01,2024-W21,2024-W21,2024-05-23,56,pcs,SO,SO-2024-7797,CUST-001,,1,confirmed,
FG-005,PLANT-02,2024-W21,2024-W21,2024-05-23,434,pcs,SO,SO-2024-2221,CUST-006,,3,confirmed,
FG-001,PLANT-01,2024-W21,2024-W21,2024-05-24,1046,pcs,SO,SO-2024-9819,CUST-002,,1,confirmed,
FG-002,PLANT-01,2024-W21,2024-W21,2024-05-24,256,pcs,manual,MANUAL-2024-3380,,,2,confirmed,
FG-003,PLANT-02,2024-W21,2024-W21,2024-05-24,1772,pcs,forecast,FORECAST-2024-1022,,,1,confirmed,
FG-004,PLANT-01,2024-W21,2024-W21,2024-05-24,25,pcs,SO,SO-2024-5057,CUST-002,,1,confirmed,
FG-005,PLANT-02,2024-W21,2024-W21,2024-05-24,701,pcs,SO,SO-2024-2762,CUST-002,,3,confirmed,
FG-001,PLANT-01,2024-W21,2024-W21,2024-05-25,476,pcs,forecast,FORECAST-2024-9258,,,1,confirmed,
FG-002,PLANT-01,2024-W21,2024-W21,2024-05-25,203,pcs,manual,MANUAL-2024-3265,,,1,confirmed,
FG-003,PLANT-02,2024-W21,2024-W21,2024-05-25,553,pcs,SO,SO-2024-6583,CUST-001,,1,confirmed,
FG-004,PLANT-01,2024-W21,2024-W21,2024-05-25,33,pcs,SO,SO-2024-1894,CUST-003,,1,confirmed,
FG-005,PLANT-02,2024-W21,2024-W21,2024-05-25,379,pcs,SO,SO-2024-8815,CUST-003,,1,confirmed,
FG-001,PLANT-01,2024-W21,2024-W21,2024-05-26,246,pcs,forecast,FORECAST-2024-6375,,,3,confirmed,
FG-002,PLANT-01,2024-W21,2024-W21,2024-05-26,157,pcs,SO,SO-2024-4979,CUST-004,,1,confirmed,
FG-003,PLANT-02,2024-W21,2024-W21,2024-05-26,697,pcs,forecast,FORECAST-2024-1223,,,2,confirmed,
FG-004,PLANT-01,2024-W21,2024-W21,2024-05-26,5,pcs,SO,SO-2024-1235,CUST-004,,1,confirmed,
FG-005,PLANT-02,2024-W21,2024-W21,2024-05-26,121,pcs,manual,MANUAL-2024-3202,,,1,confirmed,
FG-001,PLANT-01,2024-W22,2024-W22,2024-05-27,1586,pcs,SO,SO-2024-6818,CUST-019,,3,confirmed,
FG-002,PLANT-01,2024-W22,2024-W22,2024-05-27,295,pcs,forecast,FORECAST-2024-8045,,,3,confirmed,
FG-003,PLANT-02,2024-W22,2024-W22,2024-05-27,1957,pcs,SO,SO-2024-4865,CUST-001,,1,confirmed,
FG-004,PLANT-01,2024-W22,2024-W22,2024-05-27,102,pcs,SO,SO-2024-5693,CUST-003,,1,confirmed,
FG-005,PLANT-02,2024-W22,2024-W22,2024-05-27,672,pcs,SO,SO-2024-3748,CUST-004,,2,confirmed,
FG-001,PLANT-01,2024-W22,2024-W22,2024-05-28,1220,pcs,SO,SO-2024-9866,CUST-002,,1,confirmed,
FG-002,PLANT-01,2024-W22,2024-W22,2024-05-28,330,pcs,SO,SO-2024-7399,CUST-002,,1,confirmed,
FG-003,PLANT-02,2024-W22,2024-W22,2024-05-28,1798,pcs,forecast,FORECAST-2024-7110,,,1,confirmed,
FG-004,PLANT-01,2024-W22,2024-W22,2024-05-28,99,pcs,manual,MANUAL-2024-4183,,,1,confirmed,
FG-005,PLANT-02,2024-W22,2024-W22,2024-05-28,731,pcs,SO,SO-2024-2603,CUST-004,,2,confirmed,
FG-001,PLANT-01,2024-W22,2024-W22,2024-05-29,1138,pcs,SO,SO-2024-4756,CUST-003,,1,confirmed,
FG-002,PLANT-01,2024-W22,2024-W22,2024-05-29,267,pcs,SO,SO-2024-1232,CUST-002,,1,confirmed,
FG-003,PLANT-02,2024-W22,2024-W22,2024-05-29,1632,pcs,SO,SO-2024-5880,CUST-002,,3,confirmed,
FG-004,PLANT-01,2024-W22,2024-W22,2024-05-29,105,pcs,SO,SO-2024-9884,CUST-004,,1,confirmed,
FG-005,PLANT-02,2024-W22,2024-W22,2024-05-29,629,pcs,SO,SO-2024-9907,CUST-019,,1,confirmed,
FG-001,PLANT-01,2024-W22,2024-W22,2024-05-30,1235,pcs,SO,SO-2024-6606,CUST-001,,1,confirmed,
FG-002,PLANT-01,2024-W22,2024-W22,2024-05-30,289,pcs,SO,SO-2024-1415,CUST-002,,2,confirmed,
FG-003,PLANT-02,2024-W22,2024-W22,2024-05-30,1880,pcs,SO,SO-2024-7730,CUST-011,,1,confirmed,
FG-004,PLANT-01,2024-W22,2024-W22,2024-05-30,104,pcs,SO,SO-2024-4543,CUST-003,,2,confirmed,
FG-005,PLANT-02,2024-W22,2024-W22,2024-05-30,686,pcs,SO,SO-2024-3041,CUST-002,,1,confirmed,
FG-001,PLANT-01,2024-W22,2024-W22,2024-05-31,1280,pcs,manual,MANUAL-2024-8304,,,1,confirmed,
FG-002,PLANT-01,2024-W22,2024-W22,2024-05-31,283,pcs,forecast,FORECAST-2024-8674,,,1,confirmed,
FG-003,PLANT-02,2024-W22,2024-W22,2024-05-31,1722,pcs,SO,SO-2024-3910,CUST-003,,1,confirmed,
FG-004,PLANT-01,2024-W22,2024-W22,2024-05-31,71,pcs,SO,SO-2024-2240,CUST-009,,1,confirmed,
FG-005,PLANT-02,2024-W22,2024-W22,2024-05-31,680,pcs,SO,SO-2024-5765,CUST-004,,1,confirmed,
FG-001,PLANT-01,2024-W22,2024-W22,2024-06-01,558,pcs,forecast,FORECAST-2024-7474,,,1,confirmed,
FG-002,PLANT-01,2024-W22,2024-W22,2024-06-01,195,pcs,SO,SO-2024-9857,CUST-002,,1,confirmed,
FG-003,PLANT-02,2024-W22,2024-W22,2024-06-01,1015,pcs,SO,SO-2024-5966,CUST-003,,1,confirmed,
FG-004,PLANT-01,2024-W22,2024-W22,2024-06-01,44,pcs,SO,SO-2024-8271,CUST-001,,1,confirmed,
FG-005,PLANT-02,2024-W22,2024-W22,2024-06-01,402,pcs,SO,SO-2024-9505,CUST-004,,2,confirmed,
FG-001,PLANT-01,2024-W22,2024-W22,2024-06-02,289,pcs,forecast,FORECAST-2024-5727,,,2,confirmed,
FG-002,PLANT-01,2024-W22,2024-W22,2024-06-02,203,pcs,SO,SO-2024-8407,CUST-017,,2,confirmed,
FG-003,PLANT-02,2024-W22,2024-W22,2024-06-02,815,pcs,manual,MANUAL-2024-7248,,,2,confirmed,
FG-004,PLANT-01,2024-W22,2024-W22,2024-06-02,38,pcs,forecast,FORECAST-2024-5542,,,2,confirmed,
FG-005,PLANT-02,2024-W22,2024-W22,2024-06-02,326,pcs,forecast,FORECAST-2024-4267,,,1,confirmed,
FG-001,PLANT-01,2024-W23,2024-W23,2024-06-03,1333,pcs,SO,SO-2024-8340,CUST-002,,2,confirmed,
FG-002,PLANT-01,2024-W23,2024-W23,2024-06-03,316,pcs,SO,SO-2024-8529,CUST-001,,2,confirmed,
FG-003,PLANT-02,2024-W23,2024-W23,2024-06-03,1799,pcs,forecast,FORECAST-2024-6809,,,1,confirmed,
FG-004,PLANT-01,2024-W23,2024-W23,2024-06-03,86,pcs,SO,SO-2024-1428,CUST-001,,2,confirmed,
FG-005,PLANT-02,2024-W23,2024-W23,2024-06-03,677,pcs,SO,SO-2024-9874,CUST-004,,1,confirmed,
FG-001,PLANT-01,2024-W23,2024-W23,2024-06-04,1424,pcs,SO,SO-2024-8006,CUST-002,,2,confirmed,
FG-002,PLANT-01,2024-W23,2024-W23,2024-06-04,290,pcs,SO,SO-2024-3658,CUST-001,,1,confirmed,
FG-003,PLANT-02,2024-W23,2024-W23,2024-06-04,1640,pcs,SO,SO-2024-2100,CUST-001,,2,confirmed,
FG-004,PLANT-01,2024-W23,2024-W23,2024-06-04,76,pcs,SO,SO-2024-9300,CUST-017,,3,confirmed,
FG-005,PLANT-02,2024-W23,2024-W23,2024-06-04,672,pcs,SO,SO-2024-2643,CUST-014,,1,confirmed,
FG-001,PLANT-01,2024-W23,2024-W23,2024-06-05,1160,pcs,forecast,FORECAST-2024-8789,,,2,confirmed,
FG-002,PLANT-01,2024-W23,2024-W23,2024-06-05,293,pcs,SO,SO-2024-2842,CUST-001,,1,confirmed,
FG-003,PLANT-02,2024-W23,2024-W23,2024-06-05,2566,pcs,SO,SO-2024-7178,CUST-003,,3,confirmed,
FG-004,PLANT-01,2024-W23,2024-W23,2024-06-05,0,pcs,forecast,FORECAST-2024-1036,,,1,confirmed,
FG-005,PLANT-02,2024-W23,2024-W23,2024-06-05,629,pcs,SO,SO-2024-3419,CUST-015,,2,confirmed,
FG-001,PLANT-01,2024-W23,2024-W23,2024-06-06,1207,pcs,SO,SO-2024-7495,CUST-003,,2,confirmed,
FG-002,PLANT-01,2024-W23,2024-W23,2024-06-06,273,pcs,SO,SO-2024-4469,CUST-001,,1,confirmed,
FG-003,PLANT-02,2024-W23,2024-W23,2024-06-06,2030,pcs,forecast,FORECAST-2024-3726,,,1,confirmed,
FG-004,PLANT-01,2024-W23,2024-W23,2024-06-06,0,pcs,forecast,FORECAST-2024-9787,,,2,confirmed,
FG-005,PLANT-02,2024-W23,2024-W23,2024-06-06,633,pcs,SO,SO-2024-5168,CUST-001,,1,confirmed,
FG-001,PLANT-01,2024-W23,2024-W23,2024-06-07,1226,pcs,SO,SO-2024-7410,CUST-002,,2,confirmed,
FG-002,PLANT-01,2024-W23,2024-W23,2024-06-07,266,pcs,SO,SO-2024-7162,CUST-007,,1,confirmed,
FG-003,PLANT-02,2024-W23,2024-W23,2024-06-07,1909,pcs,SO,SO-2024-6932,CUST-001,,2,confirmed,
FG-004,PLANT-01,2024-W23,2024-W23,2024-06-07,0,pcs,forecast,FORECAST-2024-5910,,,1,confirmed,
FG-005,PLANT-02,2024-W23,2024-W23,2024-06-07,0,pcs,forecast,FORECAST-2024-6872,,,1,confirmed,
FG-001,PLANT-01,2024-W23,2024-W23,2024-06-08,429,pcs,SO,SO-2024-7588,CUST-002,,2,confirmed,
FG-002,PLANT-01,2024-W23,2024-W23,2024-06-08,141,pcs,SO,SO-2024-9159,CUST-002,,1,confirmed,
FG-003,PLANT-02,2024-W23,2024-W23,2024-06-08,1228,pcs,SO,SO-2024-2558,CUST-003,,3,confirmed,
FG-004,PLANT-01,2024-W23,2024-W23,2024-06-08,0,pcs,forecast,FORECAST-2024-1190,,,1,confirmed,
FG-005,PLANT-02,2024-W23,2024-W23,2024-06-08,307,pcs,SO,SO-2024-4466,CUST-001,,2,confirmed,
FG-001,PLANT-01,2024-W23,2024-W23,2024-06-09,336,pcs,manual,MANUAL-2024-9186,,,2,confirmed,
FG-002,PLANT-01,2024-W23,2024-W23,2024-06-09,176,pcs,SO,SO-2024-9205,CUST-007,,1,confirmed,
FG-003,PLANT-02,2024-W23,2024-W23,2024-06-09,277,pcs,SO,SO-2024-2278,CUST-013,,1,confirmed,
FG-004,PLANT-01,2024-W23,2024-W23,2024-06-09,0,pcs,forecast,FORECAST-2024-1184,,,1,confirmed,
FG-005,PLANT-02,2024-W23,2024-W23,2024-06-09,316,pcs,manual,MANUAL-2024-7082,,,1,confirmed,
FG-001,PLANT-01,2024-W24,2024-W24,2024-06-10,218,pcs,SO,SO-2024-2197,CUST-003,,3,confirmed,
FG-002,PLANT-01,2024-W24,2024-W24,2024-06-10,106,pcs,SO,SO-2024-7238,CUST-002,,1,confirmed,
FG-003,PLANT-02,2024-W24,2024-W24,2024-06-10,128,pcs,SO,SO-2024-6861,CUST-003,,1,confirmed,
FG-004,PLANT-01,2024-W24,2024-W24,2024-06-10,2,pcs,forecast,FORECAST-2024-7331,,,1,confirmed,
FG-005,PLANT-02,2024-W24,2024-W24,2024-06-10,228,pcs,manual,MANUAL-2024-6835,,,1,confirmed,
FG-001,PLANT-01,2024-W24,2024-W24,2024-06-11,1202,pcs,SO,SO-2024-8963,CUST-013,,1,confirmed,
FG-002,PLANT-01,2024-W24,2024-W24,2024-06-11,267,pcs,SO,SO-2024-2177,CUST-003,,3,confirmed,
FG-003,PLANT-02,2024-W24,2024-W24,2024-06-11,1390,pcs,SO,SO-2024-8688,CUST-015,,2,confirmed,
FG-004,PLANT-01,2024-W24,2024-W24,2024-06-11,102,pcs,SO,SO-2024-3717,CUST-012,,1,confirmed,
FG-005,PLANT-02,2024-W24,2024-W24,2024-06-11,716,pcs,SO,SO-2024-3681,CUST-003,,1,confirmed,
FG-001,PLANT-01,2024-W24,2024-W24,2024-06-12,1246,pcs,forecast,FORECAST-2024-1675,,,1,confirmed,
FG-002,PLANT-01,2024-W24,2024-W24,2024-06-12,326,pcs,SO,SO-2024-5719,CUST-003,,2,confirmed,
FG-003,PLANT-02,2024-W24,2024-W24,2024-06-12,1921,pcs,SO,SO-2024-8417,CUST-002,,1,confirmed,
FG-004,PLANT-01,2024-W24,2024-W24,2024-06-12,107,pcs,manual,MANUAL-2024-4786,,,1,confirmed,
FG-005,PLANT-02,2024-W24,2024-W24,2024-06-12,749,pcs,SO,SO-2024-3106,CUST-006,,2,confirmed,
FG-001,PLANT-01,2024-W24,2024-W24,2024-06-13,1166,pcs,forecast,FORECAST-2024-7153,,,2,confirmed,
FG-002,PLANT-01,2024-W24,2024-W24,2024-06-13,302,pcs,SO,SO-2024-1316,CUST-013,,1,confirmed,
FG-003,PLANT-02,2024-W24,2024-W24,2024-06-13,1859,pcs,SO,SO-2024-7069,CUST-001,,1,confirmed,
FG-004,PLANT-01,2024-W24,2024-W24,2024-06-13,0,pcs,forecast,FORECAST-2024-4507,,,2,confirmed,
FG-005,PLANT-02,2024-W24,2024-W24,2024-06-13,761,pcs,SO,SO-2024-6281,CUST-001,,2,confirmed,
FG-001,PLANT-01,2024-W24,2024-W24,2024-06-14,981,pcs,SO,SO-2024-1659,CUST-003,,1,confirmed,
FG-002,PLANT-01,2024-W24,2024-W24,2024-06-14,294,pcs,manual,MANUAL-2024-9843,,,2,confirmed,
FG-003,PLANT-02,2024-W24,2024-W24,2024-06-14,1587,pcs,SO,SO-2024-9202,CUST-004,,1,confirmed,
FG-004,PLANT-01,2024-W24,2024-W24,2024-06-14,39,pcs,SO,SO-2024-4440,CUST-002,,1,confirmed,
FG-005,PLANT-02,2024-W24,2024-W24,2024-06-14,534,pcs,SO,SO-2024-9012,CUST-001,,1,confirmed,
FG-001,PLANT-01,2024-W24,2024-W24,2024-06-15,574,pcs,SO,SO-2024-4336,CUST-002,,1,confirmed,
FG-002,PLANT-01,2024-W24,2024-W24,2024-06-15,0,pcs,forecast,FORECAST-2024-3365,,,2,confirmed,
FG-003,PLANT-02,2024-W24,2024-W24,2024-06-15,1075,pcs,manual,MANUAL-2024-4361,,,1,confirmed,
FG-004,PLANT-01,2024-W24,2024-W24,2024-06-15,52,pcs,SO,SO-2024-7875,CUST-001,,2,confirmed,
FG-005,PLANT-02,2024-W24,2024-W24,2024-06-15,437,pcs,SO,SO-2024-2592,CUST-001,,2,confirmed,
FG-001,PLANT-01,2024-W24,2024-W24,2024-06-16,321,pcs,manual,MANUAL-2024-7549,,,2,confirmed,
FG-002,PLANT-01,2024-W24,2024-W24,2024-06-16,139,pcs,SO,SO-2024-7962,CUST-019,,1,confirmed,
FG-003,PLANT-02,2024-W24,2024-W24,2024-06-16,389,pcs,SO,SO-2024-2525,CUST-004,,1,confirmed,
FG-004,PLANT-01,2024-W24,2024-W24,2024-06-16,0,pcs,forecast,FORECAST-2024-8675,,,1,confirmed,
FG-005,PLANT-02,2024-W24,2024-W24,2024-06-16,305,pcs,SO,SO-2024-1235,CUST-004,,3,confirmed,
FG-001,PLANT-01,2024-W25,2024-W25,2024-06-17,1275,pcs,forecast,FORECAST-2024-4175,,,2,confirmed,
FG-002,PLANT-01,2024-W25,2024-W25,2024-06-17,293,pcs,SO,SO-2024-6226,CUST-001,,1,confirmed,
FG-003,PLANT-02,2024-W25,2024-W25,2024-06-17,1513,pcs,SO,SO-2024-8649,CUST-004,,1,confirmed,
FG-004,PLANT-01,2024-W25,2024-W25,2024-06-17,107,pcs,SO,SO-2024-8370,CUST-004,,1,confirmed,
FG-005,PLANT-02,2024-W25,2024-W25,2024-06-17,681,pcs,forecast,FORECAST-2024-8812,,,1,confirmed,
FG-001,PLANT-01,2024-W25,2024-W25,2024-06-18,1224,pcs,SO,SO-2024-6904,CUST-004,,2,confirmed,
FG-002,PLANT-01,2024-W25,2024-W25,2024-06-18,301,pcs,forecast,FORECAST-2024-7673,,,1,confirmed,
FG-003,PLANT-02,2024-W25,2024-W25,2024-06-18,1659,pcs,SO,SO-2024-6088,CUST-007,,1,confirmed,
FG-004,PLANT-01,2024-W25,2024-W25,2024-06-18,124,pcs,SO,SO-2024-9559,CUST-001,,3,confirmed,
FG-005,PLANT-02,2024-W25,2024-W25,2024-06-18,754,pcs,SO,SO-2024-9960,CUST-002,,1,confirmed,
FG-001,PLANT-01,2024-W25,2024-W25,2024-06-19,1176,pcs,SO,SO-2024-4245,CUST-016,,3,confirmed,
FG-002,PLANT-01,2024-W25,2024-W25,2024-06-19,264,pcs,SO,SO-2024-1844,CUST-002,,2,confirmed,
FG-003,PLANT-02,2024-W25,2024-W25,2024-06-19,1689,pcs,forecast,FORECAST-2024-6896,,,2,confirmed,
FG-004,PLANT-01,2024-W25,2024-W25,2024-06-19,100,pcs,SO,SO-2024-1588,CUST-004,,1,confirmed,
FG-005,PLANT-02,2024-W25,2024-W25,2024-06-19,551,pcs,forecast,FORECAST-2024-4671,,,3,confirmed,
FG-001,PLANT-01,2024-W25,2024-W25,2024-06-20,1251,pcs,manual,MANUAL-2024-4397,,,2,confirmed,
FG-002,PLANT-01,2024-W25,2024-W25,2024-06-20,262,pcs,SO,SO-2024-8143,CUST-003,,1,confirmed,
FG-003,PLANT-02,2024-W25,2024-W25,2024-06-20,1649,pcs,forecast,FORECAST-2024-3328,,,2,confirmed,
FG-004,PLANT-01,2024-W25,2024-W25,2024-06-20,52,pcs,SO,SO-2024-1363,CUST-004,,1,confirmed,
FG-005,PLANT-02,2024-W25,2024-W25,2024-06-20,732,pcs,SO,SO-2024-4221,CUST-002,,1,confirmed,
FG-001,PLANT-01,2024-W25,2024-W25,2024-06-21,1163,pcs,SO,SO-2024-9414,CUST-001,,1,confirmed,
FG-002,PLANT-01,2024-W25,2024-W25,2024-06-21,281,pcs,SO,SO-2024-4974,CUST-004,,1,confirmed,
FG-003,PLANT-02,2024-W25,2024-W25,2024-06-21,1722,pcs,SO,SO-2024-2951,CUST-003,,1,confirmed,
FG-004,PLANT-01,2024-W25,2024-W25,2024-06-21,0,pcs,forecast,FORECAST-2024-7528,,,1,confirmed,
FG-005,PLANT-02,2024-W25,2024-W25,2024-06-21,638,pcs,SO,SO-2024-7016,CUST-003,,3,confirmed,
FG-001,PLANT-01,2024-W25,2024-W25,2024-06-22,402,pcs,forecast,FORECAST-2024-6135,,,2,confirmed,
FG-002,PLANT-01,2024-W25,2024-W25,2024-06-22,149,pcs,manual,MANUAL-2024-1640,,,1,confirmed,
FG-003,PLANT-02,2024-W25,2024-W25,2024-06-22,1037,pcs,SO,SO-2024-4206,CUST-003,,1,confirmed,
FG-004,PLANT-01,2024-W25,2024-W25,2024-06-22,29,pcs,forecast,FORECAST-2024-5390,,,2,confirmed,
FG-005,PLANT-02,2024-W25,2024-W25,2024-06-22,339,pcs,forecast,FORECAST-2024-7419,,,1,confirmed,
FG-001,PLANT-01,2024-W25,2024-W25,2024-06-23,180,pcs,SO,SO-2024-8317,CUST-003,,1,confirmed,
FG-002,PLANT-01,2024-W25,2024-W25,2024-06-23,179,pcs,SO,SO-2024-4759,CUST-004,,2,confirmed,
FG-003,PLANT-02,2024-W25,2024-W25,2024-06-23,580,pcs,SO,SO-2024-2894,CUST-002,,2,confirmed,
FG-004,PLANT-01,2024-W25,2024-W25,2024-06-23,26,pcs,SO,SO-2024-6569,CUST-007,,1,confirmed,
FG-005,PLANT-02,2024-W25,2024-W25,2024-06-23,239,pcs,manual,MANUAL-2024-3127,,,1,confirmed,
FG-001,PLANT-01,2024-W26,2024-W26,2024-06-24,1283,pcs,forecast,FORECAST-2024-1465,,,2,confirmed,
FG-002,PLANT-01,2024-W26,2024-W26,2024-06-24,299,pcs,forecast,FORECAST-2024-2038,,,1,confirmed,
